State,Account.Length,Area.Code,Phone,Int.l.Plan,VMail.Plan,VMail.Message,Day.Mins,Day.Calls,Day.Charge,Night.Calls,Intl.Mins,Intl.Calls,Intl.Charge,CustServ.Calls,Churn
CO,76,408,412-4185,no,yes,26,214.6,110,36.48,140,8.1,2,2.19,1,no
MI,126,415,394-3048,yes,yes,26,129.3,123,21.98,102,9.6,7,2.59,1,no
RI,111,415,351-2535,no,no,0,229.4,107,39,95,10.4,6,2.81,4,no
MO,152,408,404-4611,no,no,0,101.2,122,17.2,124,7.5,3,2.03,2,no
NY,140,415,333-8180,no,no,0,235.5,81,40.04,111,11.5,4,3.11,2,no
SD,104,510,420-9838,no,no,0,234.2,128,39.81,79,9.8,6,2.65,0,yes
WV,70,510,348-3777,no,yes,30,143.4,72,24.38,68,9.4,4,2.54,3,no
CA,93,510,368-6488,no,yes,19,136.8,113,23.26,95,12.5,3,3.38,2,no
GA,71,415,391-7166,no,no,0,258.4,132,43.93,87,9.7,8,2.62,4,no
NE,132,510,335-1838,no,no,0,99.5,110,16.92,124,9.7,3,2.62,0,no
NE,95,510,391-2334,no,no,0,58.2,96,9.89,97,10.4,5,2.81,0,no
KY,109,415,384-6372,no,no,0,175.6,80,29.85,103,10.2,6,2.75,1,no
NJ,84,415,412-3898,no,no,0,190.2,102,32.33,102,9.8,6,2.65,2,no
FL,144,415,376-4484,no,yes,51,283.9,98,48.26,85,10,4,2.7,1,no
TX,110,415,399-8845,no,yes,38,236.3,102,40.17,82,9.7,6,2.62,1,no
TX,159,415,402-1556,no,no,0,87.7,103,14.91,93,10.5,10,2.84,1,no
KS,128,510,397-9486,no,no,0,268.1,95,45.58,121,14.4,6,3.89,2,no
WI,72,408,383-9448,no,no,0,179.9,113,30.58,79,9.8,7,2.65,2,no
MI,146,408,405-7676,no,no,0,149.3,83,25.38,100,7.9,4,2.13,7,yes
MD,73,510,341-1412,no,no,0,254.7,80,43.3,60,10.6,8,2.86,0,no
VT,101,415,407-2292,no,no,0,153.8,89,26.15,77,11.6,2,3.13,4,no
NE,129,510,409-9494,no,yes,30,177.3,95,30.14,108,9.3,7,2.51,3,no
AK,1,408,373-1028,no,no,0,175.2,74,29.78,109,5.3,3,1.43,1,no
CT,31,415,390-9359,no,yes,31,100.1,54,17.02,131,5.9,3,1.59,0,no
IA,143,510,354-6183,no,yes,33,141.4,130,24.04,111,7.7,6,2.08,1,no
NH,90,415,383-2251,no,yes,42,193.3,66,32.86,97,11.1,4,3,0,no
MD,123,408,369-7049,no,no,0,206.9,115,35.17,60,8.3,2,2.24,3,no
SC,108,415,399-6233,no,no,0,112,105,19.04,93,4.1,4,1.11,4,yes
OH,149,408,340-5930,no,no,0,196.3,108,33.37,87,7.7,3,2.08,2,no
NH,97,408,328-9267,no,yes,32,90,87,15.3,107,8.6,6,2.32,2,yes
SD,105,415,393-1891,no,no,0,251.6,88,42.77,112,5.4,5,1.46,1,no
TN,72,408,348-2009,no,no,0,147,79,24.99,80,10.5,4,2.84,1,no
FL,104,415,381-5047,no,no,0,76.4,116,12.99,94,9.4,3,2.54,3,no
VA,67,415,330-7486,no,no,0,138.9,65,23.61,82,9.2,3,2.48,2,no
KS,73,408,385-2370,no,no,0,194.8,112,33.12,61,10.8,6,2.92,1,no
UT,148,510,377-9520,no,no,0,203,92,34.51,131,14.6,9,3.94,1,no
WA,110,415,418-1775,no,no,0,241.2,105,41,59,8.5,4,2.3,2,no
NH,114,415,406-4588,no,no,0,169.6,85,28.83,124,7.4,8,2,1,no
MT,80,510,416-7866,yes,yes,30,184.2,132,31.31,114,10,10,2.7,0,no
VT,128,510,346-8368,no,yes,32,222.9,136,37.89,101,10.8,4,2.92,0,no
FL,153,415,399-8846,no,no,0,228.9,102,38.91,109,12.5,2,3.38,0,no
WV,127,510,413-6769,no,no,0,224.3,112,38.13,83,10,1,2.7,2,no
CA,113,415,370-2892,no,no,0,187.6,97,31.89,101,8.7,6,2.35,2,no
RI,85,415,381-2460,yes,no,0,197.2,97,33.52,133,8.3,4,2.24,4,no
AZ,100,415,390-1552,no,no,0,131.1,108,22.29,81,4.3,4,1.16,1,no
WA,81,415,422-6685,no,no,0,183.6,116,31.21,99,12.2,6,3.29,3,no
AR,96,415,365-2341,no,yes,21,247.6,95,42.09,72,10.8,6,2.92,2,no
TX,97,415,411-1715,yes,no,0,143.7,117,24.43,81,10.9,3,2.94,0,no
MS,64,408,402-1942,yes,no,0,236.2,77,40.15,97,13.2,2,3.56,2,yes
NE,155,408,391-2702,no,yes,21,195.9,91,33.3,111,8.6,4,2.32,0,no
MS,86,510,382-4084,no,yes,39,261.2,122,44.4,101,12.7,5,3.43,2,no
HI,73,408,388-1250,no,no,0,187.3,118,31.84,108,15.1,2,4.08,1,no
NY,147,510,421-7205,no,yes,33,251.5,107,42.76,87,10.4,6,2.81,3,no
PA,61,408,343-1347,no,yes,40,105,78,17.85,115,10.2,2,2.75,2,yes
IN,69,510,348-1592,no,no,0,135.4,101,23.02,102,10.6,2,2.86,1,no
TN,112,415,339-6477,no,no,0,272.5,119,46.33,94,16.4,5,4.43,3,yes
OH,66,415,408-6305,no,no,0,170.5,103,28.99,138,10.5,2,2.84,2,no
ID,122,510,382-7993,no,yes,33,270.8,96,46.04,104,11.8,8,3.19,4,no
ID,170,510,343-2465,no,yes,37,178.1,130,30.28,93,13,4,3.51,0,no
AR,179,415,413-3412,yes,yes,38,220.1,78,37.42,85,10.1,4,2.73,4,no
MA,17,415,376-4705,yes,no,0,162.8,118,27.68,94,13.6,3,3.67,0,yes
AL,181,415,330-9294,no,yes,27,190.3,93,32.35,82,10.6,4,2.86,1,no
NV,93,408,335-3880,no,no,0,114.3,100,19.43,88,10.9,9,2.94,0,no
OR,163,408,346-3445,no,yes,25,219.6,99,37.33,88,13.8,8,3.73,2,no
VA,129,408,384-2632,no,no,0,207,91,35.19,112,13.4,5,3.62,3,no
VA,43,408,387-5411,no,yes,35,200.2,105,34.03,97,11.6,4,3.13,3,no
ID,134,415,345-4473,no,no,0,204.7,108,34.8,84,11,4,2.97,6,no
MO,116,408,371-1139,no,no,0,51.1,106,8.69,92,12.3,3,3.32,1,no
MN,125,415,390-9735,yes,yes,29,260.8,81,44.34,117,17,6,4.59,1,yes
NH,133,408,401-1454,no,no,0,162.1,91,27.56,78,12.2,5,3.29,1,no
ME,112,415,403-4816,no,no,0,185.4,114,31.52,78,10,11,2.7,2,no
WV,21,415,332-5582,no,no,0,91.9,109,15.62,125,13,7,3.51,2,no
OH,119,415,359-5718,no,yes,35,217.1,92,36.91,93,8,5,2.16,2,no
RI,95,408,410-4882,no,no,0,160,133,27.2,87,9.1,4,2.46,0,no
AZ,137,415,370-4395,no,no,0,141.1,91,23.99,75,8,7,2.16,2,no
OR,98,415,366-4334,no,yes,38,213.7,61,36.33,73,10.7,5,2.89,2,no
ID,224,510,360-8919,no,no,0,111.4,133,18.94,106,5.5,6,1.49,3,no
ME,41,415,399-6642,no,yes,30,191.7,109,32.59,93,11.1,4,3,1,no
ID,127,408,392-5090,no,no,0,102.8,128,17.48,97,10,5,2.7,1,no
MI,109,415,402-9691,yes,yes,26,217.2,138,36.92,76,9.3,3,2.51,0,no
WI,35,510,403-7627,no,yes,27,241.7,87,41.09,68,9.4,4,2.54,1,no
ID,113,415,336-9053,no,yes,30,183.8,102,31.25,52,11.6,7,3.13,0,no
ID,96,408,363-3295,no,no,0,170.5,86,28.99,117,12.2,6,3.29,1,no
KY,105,415,404-6357,no,yes,24,274.7,99,46.7,109,10.8,3,2.92,3,no
TX,112,415,345-9168,no,no,0,214.8,112,36.52,97,9.4,5,2.54,3,no
NY,11,415,401-4650,no,no,0,143.4,130,24.38,100,9.7,6,2.62,2,no
MN,59,408,386-3796,no,yes,32,211.9,120,36.02,95,8.8,5,2.38,1,no
IA,75,415,404-2942,no,no,0,138.5,110,23.55,103,11.1,7,3,1,no
HI,86,408,398-3004,no,yes,21,197.9,99,33.64,120,10.1,9,2.73,0,no
MO,168,415,339-9026,no,yes,42,97.4,57,16.56,124,11.4,2,3.08,2,no
ND,167,408,359-3618,yes,no,0,219.1,100,37.25,101,10.1,4,2.73,2,no
GA,122,510,411-5677,yes,no,0,140,101,23.8,133,9.7,4,2.62,4,yes
TN,127,415,339-7684,no,yes,28,235.6,124,40.05,127,7.7,2,2.08,1,no
OK,52,408,389-4780,no,no,0,214.7,68,36.5,114,9.4,4,2.54,2,no
KY,112,415,360-8135,no,no,0,170.5,113,28.99,91,11.2,6,3.02,0,no
CO,159,408,341-4463,yes,no,0,257.1,53,43.71,82,8.8,6,2.38,1,yes
OH,137,408,328-2110,no,no,0,144,90,24.48,93,12.3,2,3.32,0,no
MN,150,415,335-2331,no,no,0,146.3,133,24.87,103,13.1,3,3.54,1,no
IN,94,510,360-5794,no,no,0,245,112,41.65,105,9.7,6,2.62,1,no
AR,5,415,380-2758,no,no,0,199.2,106,33.86,85,13.3,3,3.59,3,no
ID,31,415,389-5649,no,no,0,177.3,129,30.14,92,5.1,2,1.38,0,no
NY,91,415,377-9829,no,yes,20,146.1,98,24.84,100,6.2,3,1.67,1,no
WV,94,415,353-2080,no,no,0,85.9,113,14.6,110,15.6,16,4.21,0,no
NC,103,415,396-4845,no,no,0,263.4,118,44.78,112,10.3,2,2.78,0,no
KY,21,415,412-1991,no,no,0,92.6,95,15.74,78,11.3,3,3.05,5,yes
VA,106,415,353-8928,no,no,0,235.2,121,39.98,91,11.8,4,3.19,1,no
ND,101,415,364-5510,no,yes,36,123.7,125,21.03,127,8.8,4,2.38,1,yes
LA,93,415,337-9345,no,no,0,179.3,93,30.48,131,11.5,6,3.11,3,no
OH,147,415,365-5682,yes,yes,24,219.9,118,37.38,111,8.1,4,2.19,3,no
WY,32,408,422-5865,no,no,0,171.2,82,29.1,64,10.2,7,2.75,1,no
OK,35,415,362-4159,no,no,0,179.2,59,30.46,83,5.8,7,1.57,2,no
CT,64,415,406-9926,yes,no,0,225.3,134,38.3,132,17.3,9,4.67,1,yes
OR,80,510,331-4807,no,no,0,203.7,92,34.63,66,7.6,5,2.05,2,no
WA,177,415,345-3947,no,no,0,266.1,91,45.24,58,8.9,8,2.4,3,yes
MI,110,510,357-5784,no,no,0,18.9,92,3.21,74,14.8,4,4,1,no
SD,20,415,334-4678,no,yes,35,171.5,98,29.16,125,7.1,3,1.92,0,no
ID,92,415,394-4260,no,no,0,197.2,113,33.52,76,11,5,2.97,2,no
IL,148,408,395-9270,no,yes,25,230.7,102,39.22,90,13.5,2,3.65,3,no
ND,132,415,336-4281,no,yes,31,174.5,101,29.67,76,10.3,9,2.78,1,no
NE,131,408,331-4902,no,yes,36,214.2,115,36.41,102,9.5,4,2.57,3,no
IL,134,408,382-9447,no,no,0,183.8,111,31.25,105,6.1,2,1.65,1,no
NE,139,415,346-5349,no,yes,25,138.3,96,23.51,83,8.3,8,2.24,0,no
HI,98,408,381-8593,no,yes,30,110.3,71,18.75,88,11,8,2.97,2,no
ND,68,408,421-2723,no,yes,22,82.5,97,14.03,114,4.8,4,1.3,3,no
LA,91,408,413-4811,no,no,0,147.2,121,25.02,80,13.3,3,3.59,2,no
FL,155,415,343-4772,no,no,0,181.4,111,30.84,122,11.3,3,3.05,3,no
NV,78,408,345-3451,no,no,0,75,116,12.75,83,9.5,6,2.57,3,no
SC,64,510,349-6567,no,yes,37,154.6,92,26.28,99,13.3,3,3.59,1,no
VT,152,415,418-7846,no,no,0,197.1,126,33.51,100,7.4,4,2,3,no
HI,101,415,390-5316,no,yes,24,114.1,95,19.4,90,13,9,3.51,2,no
OK,97,415,348-7437,no,no,0,151.6,107,25.77,112,14.7,4,3.97,1,no
ID,116,510,414-7090,yes,yes,29,162.3,91,27.59,131,11.7,2,3.16,3,yes
SD,183,415,372-2990,no,yes,31,171.2,104,29.1,85,10.2,4,2.75,1,no
VT,67,408,410-5370,no,no,0,260.4,107,44.27,115,10,2,2.7,6,no
OR,53,415,386-1418,no,no,0,184.8,98,31.42,116,18.4,3,4.97,2,no
DE,148,415,351-2587,no,no,0,124.4,83,21.15,99,11.3,6,3.05,0,no
SC,111,415,350-2565,no,no,0,110.4,103,18.77,105,7.7,6,2.08,2,no
WY,93,408,360-7246,no,yes,42,166.9,101,28.37,106,11.5,1,3.11,1,no
WV,124,415,358-5274,no,no,0,157.4,107,26.76,102,8.8,3,2.38,3,no
ND,118,408,419-3427,no,no,0,224.6,94,38.18,105,12.5,8,3.38,2,no
AZ,138,415,344-6334,no,no,0,240.8,104,40.94,98,11.6,1,3.13,0,no
UT,82,510,406-4604,yes,no,0,208.8,101,35.5,86,12.4,6,3.35,3,no
VT,131,415,364-9240,no,yes,34,156.6,134,26.62,120,13.4,10,3.62,1,no
OH,124,510,362-1490,no,no,0,193,97,32.81,104,15.3,3,4.13,1,no
OR,33,415,380-2558,no,yes,29,157.4,99,26.76,79,13.9,11,3.75,4,yes
UT,116,415,380-2929,no,yes,24,232.9,90,39.59,82,10.7,6,2.89,1,no
OH,136,415,407-2248,no,yes,31,143.1,88,24.33,120,11.4,5,3.08,2,no
WI,67,510,417-2265,no,no,0,109.1,134,18.55,86,10.9,5,2.94,2,no
MO,20,415,353-2630,no,no,0,190,109,32.3,102,6.3,6,1.7,0,no
CT,22,408,345-2401,no,no,0,207.7,116,35.31,88,9.6,5,2.59,0,no
FL,106,510,389-6955,no,no,0,159.6,94,27.13,65,8.8,3,2.38,0,no
ME,39,408,366-5640,no,no,0,154.1,104,26.2,92,9.8,4,2.65,2,no
NJ,139,415,376-2408,no,yes,43,231,85,39.27,105,8.3,5,2.24,2,no
MS,155,408,334-3142,no,no,0,163,93,27.71,109,15.1,4,4.08,2,no
WY,16,415,400-3197,no,no,0,174.7,83,29.7,80,10.5,8,2.84,5,no
LA,87,415,392-2887,no,no,0,228.7,90,38.88,90,11.8,3,3.19,1,no
DC,148,415,329-9364,no,no,0,202,102,34.34,90,10.9,3,2.94,1,no
MI,48,415,407-2718,no,no,0,240,88,40.8,137,7.1,9,1.92,1,no
DC,68,415,398-2138,yes,yes,39,142,140,24.14,72,11.3,5,3.05,1,no
NE,66,415,337-1225,no,no,0,34,133,5.78,120,11.5,3,3.11,0,no
VT,57,415,368-9507,no,no,0,169.6,96,28.83,83,11.2,4,3.02,0,no
MA,67,415,357-6348,no,yes,34,161.7,114,27.49,114,9.2,4,2.48,0,no
KS,70,408,411-4582,no,no,0,232.1,122,39.46,112,0,0,0,3,no
TX,75,415,417-4456,no,no,0,305.1,106,51.87,116,8.5,5,2.3,0,yes
OR,161,415,353-7096,no,no,0,105.4,70,17.92,126,7.8,5,2.11,0,no
IA,123,415,420-6052,no,no,0,204.4,88,34.75,100,10,4,2.7,0,no
UT,96,415,404-3211,no,no,0,160.2,117,27.23,68,9.3,5,2.51,2,no
HI,70,415,339-8132,no,no,0,197.3,91,33.54,105,6.7,6,1.81,1,no
MN,132,510,406-4720,no,no,0,121.5,88,20.66,120,10.7,4,2.89,1,no
ND,182,415,400-3945,no,no,0,104.9,111,17.83,91,8,5,2.16,2,no
MA,128,415,385-6778,no,no,0,195.6,99,33.25,76,16,2,4.32,0,no
CT,45,415,416-4351,no,no,0,142.4,107,24.21,108,11.1,7,3,1,no
ME,31,415,371-7917,no,no,0,166.1,105,28.24,98,12.7,2,3.43,1,no
WV,129,415,349-4979,no,no,0,159.1,100,27.05,96,11.5,6,3.11,2,no
TN,68,415,356-1582,no,no,0,178.7,61,30.38,76,8.4,4,2.27,1,no
WA,47,415,329-9517,no,yes,27,165,89,28.05,95,7.7,4,2.08,2,no
PA,106,408,403-9167,yes,no,0,133.7,45,22.73,89,10.7,2,2.89,1,yes
MD,147,408,376-4292,no,no,0,274,92,46.58,83,6.2,1,1.67,0,yes
AL,13,415,354-4333,no,no,0,143.1,139,24.33,123,7.1,5,1.92,2,no
OH,87,510,350-5993,no,no,0,153.3,106,26.06,152,8.9,5,2.4,2,no
MD,85,510,362-2776,yes,no,0,216,73,36.72,98,3.6,7,0.97,2,no
TN,69,510,358-1912,no,no,0,195.3,70,33.2,119,12.5,4,3.38,3,no
ND,81,408,362-7581,yes,yes,37,237.1,76,40.31,120,7.9,3,2.13,1,no
ID,74,415,365-9696,no,no,0,221.1,124,37.59,112,10.6,3,2.86,0,no
PA,142,510,340-6221,no,yes,40,230.7,101,39.22,92,6.4,3,1.73,1,no
RI,107,510,422-8268,yes,no,0,194.4,83,33.05,93,11.2,7,3.02,2,no
SC,106,408,330-4914,no,no,0,52.2,106,8.87,95,11.4,2,3.08,2,no
WI,107,510,395-8330,no,yes,25,248.6,91,42.26,83,12,1,3.24,1,no
CO,86,415,405-1132,no,no,0,217.8,93,37.03,70,11.3,7,3.05,0,no
LA,40,510,367-9257,no,no,0,109.4,107,18.6,123,7.1,7,1.92,0,no
MD,97,415,397-4030,no,no,0,218,86,37.06,110,6.4,8,1.73,3,no
NJ,138,408,359-1231,no,no,0,241.8,93,41.11,104,11.8,7,3.19,3,no
NC,130,408,384-4938,yes,no,0,216.2,106,36.75,123,16.9,2,4.56,5,yes
RI,129,415,369-5222,no,no,0,139.5,119,23.72,97,13.1,8,3.54,0,no
VT,107,510,382-1399,no,no,0,189.7,76,32.25,91,8.3,3,2.24,5,no
ID,99,408,354-7025,no,no,0,159.7,83,27.15,114,8.4,3,2.27,1,no
NV,74,415,355-6837,no,no,0,282.5,114,48.03,115,9.4,4,2.54,1,yes
NE,46,408,352-7072,no,no,0,210.2,92,35.73,116,13.1,7,3.54,1,no
IL,16,415,342-2013,yes,no,0,110,91,18.7,73,6.4,7,1.73,0,no
TN,95,510,365-7784,no,no,0,174,57,29.58,94,9.7,2,2.62,0,no
TN,120,415,412-3404,no,no,0,185.7,133,31.57,78,16.9,6,4.56,0,no
VT,95,510,378-3508,yes,yes,41,136.8,91,23.26,67,10.3,9,2.78,5,yes
SD,88,408,343-6643,no,no,0,142.2,107,24.17,99,10.1,5,2.73,1,no
NC,122,510,329-5400,no,yes,30,230.1,108,39.12,85,6.9,3,1.86,2,no
NY,181,408,340-9200,no,no,0,143.3,91,24.36,95,6,7,1.62,1,no
GA,72,415,362-1407,no,yes,37,220,80,37.4,71,14.7,6,3.97,3,no
SC,104,415,391-1783,no,no,0,109.1,141,18.55,100,10,4,2.7,3,no
MT,80,415,361-8288,no,no,0,198.1,160,33.68,76,9.3,3,2.51,3,no
NV,37,415,362-7604,no,no,0,233.7,114,39.73,101,12,2,3.24,2,no
VA,34,415,392-9342,no,no,0,151,102,25.67,86,9.9,7,2.67,0,no
PA,69,415,395-6149,no,no,0,143.6,88,24.41,83,10.8,5,2.92,3,no
AL,119,415,404-8765,no,no,0,98.8,97,16.8,105,10,4,2.7,3,no
LA,117,408,335-4719,no,no,0,184.5,97,31.37,90,8.7,4,2.35,1,no
WI,103,415,386-8943,no,no,0,180.2,134,30.63,134,8.4,3,2.27,1,no
NC,89,408,332-6958,no,no,0,105.9,151,18,67,12.7,7,3.43,0,no
AK,126,415,372-3750,no,no,0,58.2,94,9.89,91,11.9,1,3.21,5,yes
NC,103,510,379-2508,no,no,0,166.6,84,28.32,115,7.7,6,2.08,1,no
LA,27,408,348-7556,no,no,0,82.6,105,14.04,122,9.1,4,2.46,1,no
IL,44,415,350-6639,no,yes,34,221.8,105,37.71,62,14,7,3.78,0,no
SC,108,510,393-7522,no,no,0,187.4,101,31.86,107,12.6,8,3.4,1,no
OR,161,408,378-3879,no,no,0,196.6,73,33.42,79,12.5,3,3.38,1,no
TN,37,415,413-2238,no,no,0,221,126,37.57,98,6.8,3,1.84,4,no
ME,163,415,404-4486,no,no,0,122.4,129,20.81,97,12.5,7,3.38,1,no
OR,66,408,348-7409,no,no,0,87.6,76,14.89,125,9.2,5,2.48,1,no
OH,86,415,356-3448,no,yes,29,225.4,79,38.32,112,12.9,3,3.48,1,no
GA,57,408,410-3782,yes,yes,30,234.5,130,39.87,94,11.4,4,3.08,2,no
MT,16,510,338-1724,no,no,0,153.2,65,26.04,94,10.7,8,2.89,1,no
MA,132,408,341-9274,no,yes,36,201.9,93,34.32,92,13.7,5,3.7,0,no
LA,155,415,334-1275,no,no,0,203.4,100,34.58,119,8.9,4,2.4,0,yes
IN,99,415,397-8512,yes,no,0,197.2,127,33.52,99,9.9,6,2.67,4,no
UT,81,415,355-6422,no,no,0,129.9,121,22.08,123,13.3,3,3.59,0,no
MI,108,408,341-9890,yes,no,0,115.1,114,19.57,85,13.8,3,3.73,2,yes
CT,135,415,389-6037,yes,no,0,186,107,31.62,105,12.9,4,3.48,1,no
CA,37,510,328-8980,no,no,0,239.9,120,40.78,88,8.9,4,2.4,2,yes
VT,95,510,395-6369,no,no,0,203.4,96,34.58,105,13.7,3,3.7,2,no
KY,91,415,330-7754,yes,no,0,145,89,24.65,151,16.7,3,4.51,2,yes
AL,60,408,411-7778,yes,yes,29,265.9,113,45.2,82,14,12,3.78,0,yes
NV,121,408,419-2369,no,yes,44,116,85,19.72,98,12,2,3.24,1,no
MI,122,510,329-2388,no,no,0,144.2,87,24.51,87,9.5,4,2.57,0,no
NH,125,415,357-1938,yes,no,0,298.4,78,50.73,84,12.2,2,3.29,0,yes
GA,75,415,333-7637,no,no,0,117.3,114,19.94,82,12.2,3,3.29,1,no
MD,88,415,358-4576,yes,no,0,235.1,98,39.97,76,7.2,2,1.94,4,yes
IN,100,510,397-6255,no,no,0,216.2,107,36.75,127,10.2,3,2.75,0,no
OR,33,415,344-5973,yes,no,0,190.6,100,32.4,136,13,6,3.51,1,no
NC,161,415,394-5489,no,no,0,322.3,100,54.79,104,7.8,5,2.11,2,yes
KS,123,415,378-2432,no,no,0,140,106,23.8,87,12.5,1,3.38,2,no
GA,98,408,388-8797,no,no,0,169.9,77,28.88,105,8.5,7,2.3,1,no
FL,159,415,340-5460,no,yes,15,113.9,102,19.36,137,11.8,9,3.19,1,no
OH,115,510,348-1163,yes,no,0,345.3,81,58.7,107,11.8,8,3.19,1,yes
CT,107,408,345-2476,no,no,0,90.7,90,15.42,96,5.6,5,1.51,2,no
IN,108,415,392-2268,no,no,0,199.3,104,33.88,57,15.2,2,4.1,0,no
ME,175,415,415-6127,no,no,0,132,95,22.44,108,8.7,10,2.35,1,no
SD,104,408,406-2678,no,no,0,200.2,92,34.03,65,6,6,1.62,2,no
NE,61,408,420-8897,no,no,0,267.1,104,45.41,106,17.3,4,4.67,1,yes
WV,117,510,344-5766,yes,no,0,198.4,121,33.73,115,10.5,5,2.84,1,no
MO,56,415,331-5919,no,no,0,137.2,111,23.32,72,14.3,4,3.86,1,no
IL,48,408,341-9907,no,no,0,198.2,73,33.69,73,5.1,5,1.38,1,no
NC,73,408,362-8378,no,no,0,187.8,95,31.93,113,11,4,2.97,2,no
UT,96,408,410-4023,no,yes,26,145.8,108,24.79,96,9.9,2,2.67,1,no
DC,66,415,410-1190,no,no,0,146.4,107,24.89,106,7.8,2,2.11,1,no
NH,161,415,349-4397,no,no,0,173.4,100,29.48,69,11.5,4,3.11,1,no
IL,87,408,417-1360,yes,yes,36,171.2,138,29.1,97,10.8,3,2.92,1,no
SD,52,510,358-6672,no,yes,20,133.3,63,22.66,107,13.5,2,3.65,1,no
NE,189,415,417-7888,no,yes,38,256.7,98,43.64,87,11.4,3,3.08,3,no
RI,93,415,406-5584,no,no,0,98.4,78,16.73,114,14.2,4,3.83,1,no
IA,36,510,385-3540,no,no,0,117.1,94,19.91,108,9,2,2.43,0,no
WV,161,415,418-9036,no,no,0,191.9,113,32.62,107,13.4,4,3.62,4,yes
OK,74,415,366-5918,no,no,0,200.4,87,34.07,118,10,2,2.7,1,no
OH,83,415,376-5375,no,yes,25,191.3,95,32.52,86,17.6,5,4.75,2,no
OR,64,510,407-6391,no,no,0,213.5,93,36.3,78,14.1,3,3.81,3,no
NH,64,408,394-2445,no,yes,27,182.1,91,30.96,86,10.6,5,2.86,2,no
MS,84,510,380-6722,no,no,0,75.3,96,12.8,134,12.3,1,3.32,1,no
CT,163,408,398-8122,no,yes,40,231.9,56,39.42,74,12.3,3,3.32,2,no
NV,53,415,327-6179,no,no,0,168.8,97,28.7,113,10.9,2,2.94,0,no
MA,13,408,411-4293,no,no,0,220.4,100,37.47,112,13.6,8,3.67,2,no
OR,21,510,383-5976,no,yes,31,135.9,90,23.1,89,9.5,7,2.57,6,no
CT,63,408,344-8498,no,yes,25,190,137,32.3,110,12.2,2,3.29,1,no
MO,36,415,336-1462,no,no,0,202.4,115,34.41,127,10.2,2,2.75,3,no
WV,59,510,362-9391,no,no,0,189.7,100,32.25,115,7.4,4,2,0,no
MA,93,415,368-3287,no,yes,31,237.2,85,40.32,87,10.7,4,2.89,1,no
ME,82,510,381-9049,no,yes,29,207.2,111,35.22,92,9.5,5,2.57,2,no
CT,100,415,389-2114,no,no,0,235.8,130,40.09,122,7.3,1,1.97,2,no
SD,145,408,412-1194,no,yes,24,147.5,90,25.08,102,15.6,3,4.21,2,no
CO,23,408,393-4027,no,no,0,190.2,89,32.33,73,15,4,4.05,6,no
WI,45,408,335-9501,no,no,0,112.8,108,19.18,106,9,3,2.43,2,no
NJ,59,510,347-5354,yes,yes,31,225,78,38.25,79,9.1,3,2.46,1,no
PA,97,510,365-7774,yes,no,0,145,103,24.65,120,11,2,2.97,4,yes
SC,77,510,369-7017,no,yes,28,135.9,117,23.1,74,11.5,3,3.11,4,yes
IL,70,408,382-6827,no,no,0,208.7,97,35.48,122,8,3,2.16,2,no
WA,143,510,362-3107,no,no,0,133.4,107,22.68,85,10.2,13,2.75,1,no
NE,70,415,421-8535,no,no,0,213.4,86,36.28,101,5.7,4,1.54,1,no
ID,148,510,421-1469,no,yes,14,93.6,137,15.91,84,17.5,5,4.73,1,no
VA,104,408,360-2479,no,no,0,138.7,107,23.58,74,10,3,2.7,0,no
CT,160,415,360-2329,no,no,0,234.9,136,39.93,101,13.9,2,3.75,1,yes
WY,90,415,359-9992,no,no,0,246.4,83,41.89,99,7.6,7,2.05,1,no
AK,74,415,336-6533,no,no,0,262.3,114,44.59,90,6.6,5,1.78,3,no
RI,121,408,329-7347,no,no,0,170.4,108,28.97,87,11.2,3,3.02,0,yes
NV,161,415,414-6426,no,no,0,72.8,120,12.38,91,11.8,2,3.19,2,no
TN,121,510,338-1815,no,yes,26,170.4,91,28.97,122,15.1,5,4.08,0,no
KY,151,408,396-8265,no,yes,17,214.7,97,36.5,44,8.6,4,2.32,1,no
GA,86,510,410-9961,no,no,0,124.1,82,21.1,119,6.7,8,1.81,3,no
ND,79,408,363-3515,no,no,0,205.7,123,34.97,106,6.7,18,1.81,1,no
WY,53,415,337-4339,no,yes,27,25.9,119,4.4,64,6.5,7,1.76,1,no
NM,55,415,338-6556,no,no,0,132,103,22.44,74,13.5,4,3.65,0,no
OK,84,510,369-1904,no,no,0,203.4,125,34.58,121,13.8,2,3.73,1,no
AL,132,408,350-9318,no,no,0,222.4,85,37.81,97,11.2,4,3.02,0,no
WY,94,408,344-4022,no,no,0,207,109,35.19,117,2.6,6,0.7,1,no
AR,94,408,333-2964,no,no,0,136.2,114,23.15,71,9.6,5,2.59,0,no
IL,98,510,351-3316,yes,no,0,158.4,71,26.93,93,2.1,4,0.57,1,no
AK,136,415,402-1381,yes,yes,33,203.9,106,34.66,107,10.5,6,2.84,3,no
AZ,100,415,331-9861,no,yes,26,153.7,115,26.13,104,15.9,5,4.29,1,no
CT,72,408,388-4879,no,yes,21,186.7,108,31.74,119,16.5,4,4.46,1,no
KY,131,415,400-4020,no,no,0,166.5,129,28.31,93,9.9,5,2.67,1,no
MN,30,408,399-4800,no,no,0,54,68,9.18,101,10.2,8,2.75,1,no
OR,177,408,393-2812,no,no,0,84.9,77,14.43,66,7.5,5,2.03,2,no
